ano,trimestre,categoria,tipo,instituicao,indice,reclamacoes_procedentes,reclamacoes_total,total_clientes
2017,2º,Menos de quatro milhões de clientes,Conglomerado,ABC-BRASIL (conglomerado),,0.0,2.0,15602.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,AGIPLAN (conglomerado),130.84,47.0,169.0,359217.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,1.0,2.0,186769.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,ALFA (conglomerado),50.99,24.0,89.0,470652.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,4.0,181479.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO A.J. RENNER S.A.,,0.0,4.0,109329.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO ARBI S.A.,,1.0,2.0,6084.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.,,0.0,1.0,768.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO BONSUCESSO S.A.,,1.0,77.0,30615.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CBSS S.A.,10.67,17.0,102.0,1592248.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,,0.0,3.0,26426.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CSF S.A.,,13.0,130.0,3236030.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DA AMAZONIA S.A.,,3.0,15.0,501409.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DE LAGE LANDEN BRASIL S.A.,,0.0,1.0,43812.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.,,0.0,1.0,2272.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,28.82,27.0,56.0,936662.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,,7.0,53.0,659192.0
2017,2º,Mais de quatro milhões de clientes,Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,0.0,0.0,43.0,6033876.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FIBRA S.A.,,4.0,22.0,173999.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FIDIS S/A,,0.0,3.0,3787.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FORD S.A.,,0.0,1.0,347.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO NEON S.A.,,4.0,21.0,80061.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO PORTO REAL DE INVESTIMENTOS S.A,,0.0,1.0,50.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,,0.0,1.0,3954.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO SEMEAR S.A.,,0.0,5.0,448857.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO TOPÁZIO S.A.,,0.0,7.0,22514.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO TOYOTA DO BRASIL S.A.,,1.0,12.0,134647.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,BANCO TRIANGULO S.A.,,12.0,24.0,1328097.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BANCOOB (conglomerado),,4.0,57.0,1862163.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BANESTES (conglomerado),13.73,18.0,35.0,1310617.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BANIF (conglomerado),,0.0,5.0,1306.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,BANRISUL (conglomerado),15.86,71.0,504.0,4474462.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BARIGUI (conglomerado),,4.0,13.0,32008.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,BB (conglomerado),21.71,1298.0,8272.0,59776953.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BMG (conglomerado),47.75,167.0,1057.0,3496999.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BMW (conglomerado),,0.0,2.0,17244.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BNP PARIBAS (conglomerado),56.93,159.0,1103.0,2792641.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BNY MELLON (conglomerado),,0.0,1.0,1709.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BOFA MERRILL LYNCH (conglomerado),,0.0,1.0,1396.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,BRADESCO (conglomerado),24.45,2264.0,9855.0,92585594.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BRB (conglomerado),60.09,50.0,314.0,832078.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,BTG PACTUAL (conglomerado),,0.0,2.0,85937.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,CAIXA ECONÔMICA FEDERAL (conglomerado),29.11,2488.0,11962.0,85458741.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,30175.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,CCB (conglomerado),51.26,17.0,458.0,331620.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,CITIBANK (conglomerado),39.28,52.0,368.0,1323821.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,CREDIT AGRICOLE (conglomerado),,0.0,1.0,2519.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,CREDIT SUISSE (conglomerado),,0.0,1.0,3607.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,CREFISA (conglomerado),10.55,16.0,132.0,1516424.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,DACASA FINANCEIRA (conglomerado),,3.0,9.0,1200776.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,DAYCOVAL (conglomerado),,13.0,615.0,927015.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,DEUTSCHE (conglomerado),,0.0,1.0,3673.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,,11.0,19.0,29502.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,2.0,97983.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,GMAC (conglomerado),,5.0,70.0,477470.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,GRUPO ZEMA (conglomerado),,1.0,1.0,136244.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,HERVAL - HS (conglomerado),,1.0,1.0,240350.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,HONDA (conglomerado),,2.0,26.0,454625.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,INDUSTRIAL DO BRASIL (conglomerado),,3.0,6.0,57689.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,INDUSVAL (conglomerado),,0.0,1.0,6929.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,INTERMEDIUM (conglomerado),54.16,20.0,398.0,369262.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,ITAU (conglomerado),21.33,1468.0,9610.0,68821561.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,JP MORGAN CHASE (conglomerado),,0.0,2.0,4181.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,LECCA (conglomerado),,1.0,3.0,21481.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,MÁXIMA (conglomerado),,0.0,1.0,29238.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,MERCANTIL DO BRASIL (conglomerado),16.88,40.0,389.0,2368432.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,MERCEDES-BENZ (conglomerado),,0.0,1.0,24446.0
2017,2º,Mais de quatro milhões de clientes,Banco/financeira,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",11.85,78.0,198.0,6582000.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,MODAL (conglomerado),,1.0,5.0,5257.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS",,0.0,3.0,494343.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,OMNI (conglomerado),4.12,17.0,108.0,4125165.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,ORIGINAL (conglomerado),,6.0,139.0,447763.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,OURINVEST (conglomerado),,0.0,2.0,17104.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,PAN (conglomerado),81.21,236.0,2196.0,2905904.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,PARANÁ BANCO (conglomerado),54.45,35.0,422.0,642783.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.",,0.0,1.0,891.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,PERNAMBUCANAS (conglomerado),2.86,13.0,60.0,4532183.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,PINE (conglomerado),,1.0,1.0,4138.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,PORTO SEGURO (conglomerado),40.44,51.0,157.0,1260965.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,21.0,139737.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,RENDIMENTO (conglomerado),,2.0,5.0,17101.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,RODOBENS (conglomerado),,1.0,6.0,15829.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,SAFRA (conglomerado),44.12,46.0,676.0,1042575.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,1.0,2.0,28098.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,SANTANDER (conglomerado),28.58,1089.0,6700.0,38098966.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,SANTINVEST (conglomerado),,1.0,3.0,12748.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,1.0,11.0,136255.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,2.0,40316.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,SICREDI (conglomerado),,0.0,1.0,2949569.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,SOCIETE GENERALE (conglomerado),,4.0,23.0,251132.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,2.0,0.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,SOCOPA (conglomerado),,0.0,4.0,25307.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,SOFISA (conglomerado),,0.0,7.0,70159.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",,6.0,42.0,372895.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,14254.0
2017,2º,Menos de quatro milhões de clientes,Banco/financeira,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",,0.0,1.0,285800.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,VOLKSWAGEN (conglomerado),,6.0,65.0,470819.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,VOLVO (conglomerado),,1.0,5.0,10123.0
2017,2º,Mais de quatro milhões de clientes,Conglomerado,VOTORANTIM (conglomerado),14.98,61.0,517.0,4069729.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,WESTERN UNION (conglomerado),,0.0,5.0,3.0
2017,2º,Menos de quatro milhões de clientes,Conglomerado,YAMAHA MOTOR (conglomerado),,0.0,15.0,108446.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,ABC-BRASIL (conglomerado),,0.0,1.0,15684.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,AGIPLAN (conglomerado),56.08,23.0,214.0,410110.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,ALFA (conglomerado),47.75,22.0,90.0,460731.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,ANDBANK (conglomerado),,0.0,2.0,7117.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,3.0,215297.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO A.J. RENNER S.A.,,0.0,2.0,110596.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO BONSUCESSO S.A.,,4.0,87.0,25197.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CATERPILLAR S.A.,,0.0,2.0,4771.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CBSS S.A.,16.45,26.0,149.0,1580432.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,,1.0,4.0,27018.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CSF S.A.,11.15,38.0,193.0,3407577.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DA AMAZONIA S.A.,,3.0,20.0,501945.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DE LA PROVINCIA DE BUENOS AIRES,,0.0,1.0,70.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.,,0.0,1.0,2299.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,45.46,43.0,66.0,945735.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,,9.0,69.0,671482.0
2017,3º,Mais de quatro milhões de clientes,Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,0.32,2.0,52.0,6137521.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FIBRA S.A.,,8.0,36.0,169574.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FICSA S.A.,,0.0,1.0,35323.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO NEON S.A.,,12.0,36.0,141809.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO PORTO REAL DE INVESTIMENTOS S.A,,0.0,1.0,47.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,,0.0,1.0,3860.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO SEMEAR S.A.,,2.0,10.0,460492.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO TOYOTA DO BRASIL S.A.,,0.0,6.0,135933.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BANCO TRIANGULO S.A.,,9.0,32.0,1395624.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BANCOOB (conglomerado),,1.0,41.0,1930034.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BANESTES (conglomerado),,8.0,32.0,1322844.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BANIF (conglomerado),,0.0,1.0,518.0
2017,3º,Mais de quatro milhões de clientes,Conglomerado,BANRISUL (conglomerado),15.97,72.0,492.0,4506706.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BARIGUI (conglomerado),,9.0,25.0,32743.0
2017,3º,Mais de quatro milhões de clientes,Conglomerado,BB (conglomerado),22.0,1315.0,8261.0,59756725.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,BBVA BRASIL BANCO DE INVESTIMENTO S.A.,,0.0,1.0,0.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BMG (conglomerado),46.3,168.0,1054.0,3628231.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BMW (conglomerado),,0.0,2.0,17409.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BNP PARIBAS (conglomerado),42.62,123.0,1123.0,2885487.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BOCOM (conglomerado),,2.0,4.0,12479.0
2017,3º,Mais de quatro milhões de clientes,Conglomerado,BRADESCO (conglomerado),23.99,2267.0,10063.0,94473132.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BRASIL PLURAL (conglomerado),,1.0,2.0,2943.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BRB (conglomerado),131.23,109.0,427.0,830562.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,BTG PACTUAL (conglomerado),,0.0,3.0,88582.0
2017,3º,Mais de quatro milhões de clientes,Conglomerado,CAIXA ECONÔMICA FEDERAL (conglomerado),31.88,2764.0,12974.0,86673233.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,38611.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,CCB (conglomerado),,11.0,379.0,338144.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,CITIBANK (conglomerado),61.23,83.0,388.0,1355504.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,CREDIT SUISSE (conglomerado),,0.0,1.0,3485.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,CREFISA (conglomerado),11.47,18.0,131.0,1568001.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,DACASA FINANCEIRA (conglomerado),,0.0,10.0,1215584.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,DAYCOVAL (conglomerado),,12.0,493.0,913973.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"DIRECAO S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,6.0,77.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,479.53,17.0,34.0,35451.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,99329.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,GMAC (conglomerado),,3.0,69.0,463229.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,HERVAL - HS (conglomerado),,0.0,2.0,246527.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,HONDA (conglomerado),,2.0,29.0,456950.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,INDUSTRIAL DO BRASIL (conglomerado),,2.0,20.0,57877.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,INDUSVAL (conglomerado),,0.0,1.0,6855.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,ING (conglomerado),,0.0,2.0,213.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,INTERMEDIUM (conglomerado),76.35,34.0,558.0,445291.0
2017,3º,Mais de quatro milhões de clientes,Conglomerado,ITAU (conglomerado),17.2,1266.0,8983.0,73588791.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,160015.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,LECCA (conglomerado),,0.0,2.0,22511.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,MÁXIMA (conglomerado),,0.0,1.0,4648.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,MERCANTIL DO BRASIL (conglomerado),33.89,83.0,508.0,2448946.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,MERCEDES-BENZ (conglomerado),,0.0,4.0,23789.0
2017,3º,Mais de quatro milhões de clientes,Banco/financeira,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",5.74,39.0,155.0,6787688.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,MODAL (conglomerado),,0.0,3.0,5346.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,NATIXIS BRASIL S.A. BANCO MÚLTIPLO,,0.0,1.0,1.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS",,0.0,2.0,509268.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,OMNI (conglomerado),,7.0,86.0,3660582.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,ORIGINAL (conglomerado),,7.0,161.0,506253.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,PAN (conglomerado),73.25,213.0,2261.0,2907794.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,PARANÁ BANCO (conglomerado),72.05,46.0,416.0,638376.0
2017,3º,Mais de quatro milhões de clientes,Banco/financeira,"PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",4.12,19.0,150.0,4601041.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,PORTO SEGURO (conglomerado),35.82,48.0,152.0,1339815.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,23.0,147122.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",52.97,33.0,47.0,622990.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,RENDIMENTO (conglomerado),,1.0,8.0,17729.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,RODOBENS (conglomerado),,1.0,5.0,15576.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,SAFRA (conglomerado),52.08,59.0,541.0,1132676.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,7.0,28358.0
2017,3º,Mais de quatro milhões de clientes,Conglomerado,SANTANDER (conglomerado),41.16,1600.0,7681.0,38864588.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,SANTINVEST (conglomerado),,13.0,27.0,13612.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,6.0,148706.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,2.0,43345.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,SICREDI (conglomerado),,0.0,3.0,3095691.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,SOCIETE GENERALE (conglomerado),,3.0,21.0,1148.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,SOCOPA (conglomerado),,3.0,3.0,51135.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,SOFISA (conglomerado),,0.0,6.0,81639.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",,12.0,41.0,405927.0
2017,3º,Menos de quatro milhões de clientes,Banco/financeira,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",,0.0,1.0,316571.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,VOLKSWAGEN (conglomerado),,2.0,75.0,444278.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,VOLVO (conglomerado),,1.0,2.0,9949.0
2017,3º,Mais de quatro milhões de clientes,Conglomerado,VOTORANTIM (conglomerado),32.05,130.0,744.0,4055393.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,WESTERN UNION (conglomerado),,1.0,8.0,3.0
2017,3º,Menos de quatro milhões de clientes,Conglomerado,YAMAHA MOTOR (conglomerado),,2.0,8.0,112585.0
2017,4º,Menos de quatro milhões de clientes,Conglomerado,AGIPLAN (conglomerado),,7.0,207.0,473985.0
2017,4º,Menos de quatro milhões de clientes,Conglomerado,ALFA (conglomerado),,9.0,62.0,453229.0
2017,4º,Menos de quatro milhões de clientes,Conglomerado,ANDBANK (conglomerado),,0.0,6.0,7180.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,"AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",,0.0,1.0,253509.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO A.J. RENNER S.A.,,0.0,19.0,111521.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO ARBI S.A.,,0.0,2.0,6893.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.,,0.0,1.0,771.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO BS2 S.A.,,1.0,34.0,20069.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CBSS S.A.,16.9,27.0,128.0,1597285.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CNH INDUSTRIAL CAPITAL S.A.,,0.0,4.0,27352.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO CSF S.A.,9.93,37.0,206.0,3724925.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DA AMAZONIA S.A.,,4.0,17.0,501730.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DE LAGE LANDEN BRASIL S.A.,,0.0,3.0,42488.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DO ESTADO DE SERGIPE S.A.,15.71,15.0,40.0,954687.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO DO ESTADO DO PARÁ S.A.,,12.0,63.0,682397.0
2017,4º,Mais de quatro milhões de clientes,Banco/financeira,BANCO DO NORDESTE DO BRASIL S.A.,0.15,1.0,49.0,6276307.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FIBRA S.A.,,6.0,18.0,167399.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FICSA S.A.,,1.0,1.0,34957.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO FIDIS S/A,,0.0,3.0,4150.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO INBURSA S.A.,,0.0,1.0,34.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO LUSO BRASILEIRO S.A.,,0.0,1.0,10512.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO NEON S.A.,,7.0,27.0,213218.0
2017,4º,Menos de quatro milhões de clientes,Banco/financeira,BANCO SEMEAR S.A.,,1.0,4.0,401950.0
