ano,trimestre,instituicao,irregularidade,reclamacoes_procedentes,reclamacoes_total
2020,4º,INTER (conglomerado),Outros assuntos não regulados relacionados a cartão de crédito,0.0,39.0
2020,4º,INTER (conglomerado),Pix  - chaves,2.0,11.0
2020,4º,INTER (conglomerado),Pix - experiência do usuário,2.0,2.0
2020,4º,INTER (conglomerado),Pix - iniciação,3.0,3.0
2020,4º,INTER (conglomerado),Pix - liquidação,3.0,7.0
2020,4º,INTER (conglomerado),Pix - outros,0.0,1.0
2020,4º,INTER (conglomerado),PIX - Chaves,0.0,1.0
2020,4º,INTER (conglomerado),Prestação de serviço de forma irregular em conta-salário,1.0,2.0
2020,4º,INTER (conglomerado),Reclamações relacionadas a assuntos diversos,0.0,52.0
2020,4º,INTER (conglomerado),Recusa de produtos ou serviços,0.0,75.0
2020,4º,INTER (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2020,4º,INTER (conglomerado),Renegociação de dívidas/encargos relacionadas a cartão de crédito,0.0,14.0
2020,4º,INTER (conglomerado),Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais,3.0,6.0
2020,4º,INTER (conglomerado),Restrição à realização de portabilidade de operações de financiamento imobiliário relativas a pessoas naturais,1.0,4.0
2020,4º,INTER (conglomerado),Restrições cadastrais,0.0,3.0
2020,4º,INTER (conglomerado),"Terminais eletrônicos, internet e aplicativos",0.0,50.0
2020,4º,INTER (conglomerado),"Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário",1.0,2.0
2020,4º,INTER (conglomerado),Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado,0.0,1.0
2020,4º,ITAU (conglomerado),Abertura de conta de depósito com documentação falsa,5.0,8.0
2020,4º,ITAU (conglomerado),Abertura de conta de depósito sem documentação necessária,1.0,10.0
2020,4º,ITAU (conglomerado),Alteração contratual sem prévio aviso,0.0,3.0
2020,4º,ITAU (conglomerado),Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento,2.0,90.0
2020,4º,ITAU (conglomerado),Ausência de título adequado relativo a cartão de crédito,8.0,20.0
2020,4º,ITAU (conglomerado),Bloqueio de cartão de crédito,0.0,149.0
2020,4º,ITAU (conglomerado),Bloqueio de conta,0.0,153.0
2020,4º,ITAU (conglomerado),Cancelamento de contrato a pedido do cliente não atendido,16.0,82.0
2020,4º,ITAU (conglomerado),Cancelamento de contrato por iniciativa da instituição financeira,0.0,30.0
2020,4º,ITAU (conglomerado),Cartões de débito,0.0,53.0
2020,4º,ITAU (conglomerado),Cobrança irregular de tarifa em operação de crédito,1.0,4.0
2020,4º,ITAU (conglomerado),Cobrança irregular de tarifa pela prestação de serviços de credenciadora de cartões,2.0,3.0
2020,4º,ITAU (conglomerado),Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta,15.0,251.0
2020,4º,ITAU (conglomerado),Cobrança irregular de tarifa relacionada ao cartão de crédito,18.0,103.0
2020,4º,ITAU (conglomerado),Cobranças diversas,0.0,705.0
2020,4º,ITAU (conglomerado),Concessão de crédito (exceto consignado) sem a formalização do título adequado,1.0,11.0
2020,4º,ITAU (conglomerado),Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa,276.0,283.0
2020,4º,ITAU (conglomerado),Concessão de crédito consignado sem a formalização do título adequado,81.0,141.0
2020,4º,ITAU (conglomerado),Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa,2.0,2.0
2020,4º,ITAU (conglomerado),Crédito consignado,0.0,13.0
2020,4º,ITAU (conglomerado),Descumprimento contratual,0.0,55.0
2020,4º,ITAU (conglomerado),Descumprimento de ordem judicial,0.0,65.0
2020,4º,ITAU (conglomerado),Descumprimento de prazo de bloqueio ou de prazo de devolução de cheque,2.0,4.0
2020,4º,ITAU (conglomerado),Descumprimento de prazo de resposta da reclamação registrada no BCB,6.0,37.0
2020,4º,ITAU (conglomerado),Descumprimento do horário de funcionamento das instituições financeiras,0.0,11.0
2020,4º,ITAU (conglomerado),Débito em conta de depósito não autorizado pelo cliente,19.0,160.0
2020,4º,ITAU (conglomerado),Débito em conta de pagamento não autorizado pelo cliente,1.0,1.0
2020,4º,ITAU (conglomerado),Dificuldade na liberação ou substituição de bem,0.0,25.0
2020,4º,ITAU (conglomerado),Dificuldade para efetuar resgate antecipado de aplicação,0.0,9.0
2020,4º,ITAU (conglomerado),Encaminhamento de instrumentos de pagamento não solicitados,2.0,8.0
2020,4º,ITAU (conglomerado),Falta de transparência na redação de documentos,2.0,5.0
2020,4º,ITAU (conglomerado),Golpe,0.0,54.0
2020,4º,ITAU (conglomerado),Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional),5.0,30.0
2020,4º,ITAU (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,25.0,324.0
2020,4º,ITAU (conglomerado),Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,138.0
2020,4º,ITAU (conglomerado),Insatisfação com o atendimento prestado por agências,0.0,331.0
2020,4º,ITAU (conglomerado),Irregularidades envolvendo a abertura de conta-salário,5.0,24.0
2020,4º,ITAU (conglomerado),Irregularidades no processo de encerramento de conta de depósitos à vista,14.0,160.0
2020,4º,ITAU (conglomerado),Irregularidades no processo de encerramento de conta de pagamento,0.0,2.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário),5.0,20.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas a cédulas ou moedas,0.0,4.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas a operações no mercado de câmbio,2.0,26.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas a registros no Cadastro de Emitentes de Cheques sem Fundos (CCF),2.0,10.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao acompanhamento de conta,0.0,93.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao acompanhamento de conta de pagamento,0.0,1.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao atendimento da Ouvidoria,0.0,13.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito,16.0,86.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito,17.0,76.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao fornecimento de documentos relativos a conta,2.0,41.0
2020,4º,ITAU (conglomerado),"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",21.0,124.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC),4.0,35.0
2020,4º,ITAU (conglomerado),"Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito",6.0,31.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),11.0,141.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas à devolução de cheques,4.0,23.0
2020,4º,ITAU (conglomerado),Irregularidades relacionadas à liquidação de documentos (exceto cheques),6.0,69.0
2020,4º,ITAU (conglomerado),Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito,1.0,82.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM",19.0,65.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking",22.0,98.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",416.0,975.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito",83.0,186.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados ao serviço de credenciadora de cartões",1.0,1.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito",79.0,220.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito",309.0,658.0
2020,4º,ITAU (conglomerado),"Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços",0.0,106.0
2020,4º,ITAU (conglomerado),Juros e preços,0.0,31.0
2020,4º,ITAU (conglomerado),Liberação de recursos em financiamento imobiliário,0.0,351.0
2020,4º,ITAU (conglomerado),Não acatamento de solicitação de cancelamento de débitos automáticos em conta de depósito,0.0,9.0
2020,4º,ITAU (conglomerado),Oferta ou prestação de informação sobre a conta ou serviços acessórios de forma inadequada ,95.0,327.0
2020,4º,ITAU (conglomerado),Oferta ou prestação de informação sobre crédito consignado de forma inadequada,691.0,766.0
2020,4º,ITAU (conglomerado),Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ,146.0,279.0
2020,4º,ITAU (conglomerado),"Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado",48.0,116.0
2020,4º,ITAU (conglomerado),"Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito",23.0,85.0
2020,4º,ITAU (conglomerado),Outras irregularidades ,0.0,1.0
2020,4º,ITAU (conglomerado),Outras irregularidades relacionadas a cheques,0.0,4.0
2020,4º,ITAU (conglomerado),Outras irregularidades relacionadas a tarifas,0.0,5.0
2020,4º,ITAU (conglomerado),Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural,0.0,1.0
2020,4º,ITAU (conglomerado),Outros assuntos não regulados relacionados a cartão de crédito,0.0,259.0
2020,4º,ITAU (conglomerado),Pix  - chaves,1.0,8.0
2020,4º,ITAU (conglomerado),Pix - experiência do usuário,0.0,4.0
2020,4º,ITAU (conglomerado),Pix - iniciação,32.0,47.0
2020,4º,ITAU (conglomerado),Pix - liquidação,6.0,9.0
2020,4º,ITAU (conglomerado),Pix - tarifa,0.0,2.0
2020,4º,ITAU (conglomerado),PIX - Diversos,0.0,1.0
2020,4º,ITAU (conglomerado),Planos Econômicos - divergências no saldo de cadernetas de poupança,0.0,2.0
2020,4º,ITAU (conglomerado),Prestação de serviço de forma irregular em conta-salário,6.0,103.0
2020,4º,ITAU (conglomerado),Problemas enfrentados com o atendimento preferencial,0.0,27.0
2020,4º,ITAU (conglomerado),Reclamações relacionadas a assuntos diversos,0.0,231.0
2020,4º,ITAU (conglomerado),Recusa de cancelamento de pacote de serviços,2.0,56.0
2020,4º,ITAU (conglomerado),Recusa de produtos ou serviços,0.0,728.0
2020,4º,ITAU (conglomerado),Recusa ou dificuldade de acesso aos canais de atendimento convencionais,3.0,25.0
2020,4º,ITAU (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,528.0
2020,4º,ITAU (conglomerado),Renegociação de dívidas/encargos relacionadas a cartão de crédito,0.0,283.0
2020,4º,ITAU (conglomerado),Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relativas a pessoas naturais,0.0,8.0
2020,4º,ITAU (conglomerado),Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais,4.0,46.0
2020,4º,ITAU (conglomerado),Restrição à realização de portabilidade de operações de financiamento imobiliário relativas a pessoas naturais,1.0,16.0
2020,4º,ITAU (conglomerado),Restrições cadastrais,0.0,341.0
2020,4º,ITAU (conglomerado),Segurança bancária,0.0,6.0
2020,4º,ITAU (conglomerado),Tempo de espera em fila,0.0,41.0
2020,4º,ITAU (conglomerado),"Terminais eletrônicos, internet e aplicativos",0.0,200.0
2020,4º,ITAU (conglomerado),"Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário",1.0,20.0
2020,4º,ITAU (conglomerado),Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado,0.0,3.0
2020,4º,ITAU (conglomerado),Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de financiamento imobiliário,0.0,3.0
2020,4º,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,1.0
2020,4º,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO","Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",1.0,2.0
2020,4º,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),1.0,3.0
2020,4º,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO","Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito",0.0,1.0
2020,4º,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",Recusa de produtos ou serviços,0.0,1.0
2020,4º,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",Renegociação de dívida (exceto cartão de crédito),0.0,2.0
2020,4º,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",Restrições cadastrais,0.0,1.0
2020,4º,"KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,2.0
2020,4º,"LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),1.0,2.0
2020,4º,"LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Restrições cadastrais,0.0,1.0
2020,4º,"LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado,0.0,1.0
2020,4º,LECCA (conglomerado),Concessão de crédito (exceto consignado) sem a formalização do título adequado,1.0,1.0
2020,4º,LECCA (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,1.0,1.0
2020,4º,LECCA (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito",2.0,2.0
2020,4º,LECCA (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2020,4º,MÁXIMA (conglomerado),Abertura de conta de depósito com documentação falsa,1.0,1.0
2020,4º,MÁXIMA (conglomerado),Abertura de conta de depósito sem documentação necessária,1.0,2.0
2020,4º,MÁXIMA (conglomerado),Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Ausência de título adequado relativo a cartão de crédito consignado,1.0,1.0
2020,4º,MÁXIMA (conglomerado),Bloqueio de conta,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta,1.0,1.0
2020,4º,MÁXIMA (conglomerado),Concessão de crédito consignado sem a formalização do título adequado,1.0,2.0
2020,4º,MÁXIMA (conglomerado),Descumprimento de prazo de resposta da reclamação registrada no BCB,3.0,4.0
2020,4º,MÁXIMA (conglomerado),Encaminhamento de instrumentos de pagamento não solicitados,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Golpe,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional),0.0,1.0
2020,4º,MÁXIMA (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,3.0,6.0
2020,4º,MÁXIMA (conglomerado),Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,3.0
2020,4º,MÁXIMA (conglomerado),Irregularidades no processo de encerramento de conta de depósitos à vista,0.0,2.0
2020,4º,MÁXIMA (conglomerado),Irregularidades relacionadas a operações no mercado de câmbio,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito,2.0,7.0
2020,4º,MÁXIMA (conglomerado),Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito,2.0,3.0
2020,4º,MÁXIMA (conglomerado),"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",1.0,4.0
2020,4º,MÁXIMA (conglomerado),Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC),2.0,4.0
2020,4º,MÁXIMA (conglomerado),"Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito",1.0,3.0
2020,4º,MÁXIMA (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",1.0,3.0
2020,4º,MÁXIMA (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito",1.0,1.0
2020,4º,MÁXIMA (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito",1.0,8.0
2020,4º,MÁXIMA (conglomerado),"Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços",0.0,1.0
2020,4º,MÁXIMA (conglomerado),Juros e preços,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Oferta ou prestação de informação sobre crédito consignado de forma inadequada,4.0,8.0
2020,4º,MÁXIMA (conglomerado),Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ,5.0,6.0
2020,4º,MÁXIMA (conglomerado),"Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito",2.0,2.0
2020,4º,MÁXIMA (conglomerado),Outras irregularidades ,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Outros assuntos não regulados relacionados a cartão de crédito,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Reclamações relacionadas a assuntos diversos,0.0,2.0
2020,4º,MÁXIMA (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2020,4º,MÁXIMA (conglomerado),Renegociação de dívidas/encargos relacionadas a cartão de crédito,0.0,1.0
2020,4º,MÁXIMA (conglomerado),Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais,2.0,5.0
2020,4º,MÁXIMA (conglomerado),"Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário",0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Abertura de conta de depósito com documentação falsa,2.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Abertura de conta de depósito sem documentação necessária,1.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Ausência de título adequado relativo a cartão de crédito,0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Ausência de título adequado relativo a cartão de crédito consignado,1.0,3.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Cancelamento de contrato a pedido do cliente não atendido,3.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta,0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Concessão de crédito (exceto consignado) sem a formalização do título adequado,4.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa,1.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Concessão de crédito consignado sem a formalização do título adequado,39.0,45.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa,0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Descumprimento de ordem judicial,0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Descumprimento de prazo de resposta da reclamação registrada no BCB,0.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Débito em conta de depósito não autorizado pelo cliente,0.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,4.0,17.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Insatisfação com o atendimento prestado por agências,0.0,8.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Irregularidades no processo de encerramento de conta de depósitos à vista,1.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito,3.0,3.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Irregularidades relacionadas ao fornecimento de documentos relativos a conta,0.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",1.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito",1.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),1.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito,1.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM",1.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking",3.0,3.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",7.0,9.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito",1.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito",13.0,14.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito",4.0,10.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços",0.0,5.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Juros e preços,0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Oferta ou prestação de informação sobre a conta ou serviços acessórios de forma inadequada ,22.0,25.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Oferta ou prestação de informação sobre crédito consignado de forma inadequada,26.0,28.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ,4.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado",4.0,5.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito",8.0,9.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural,1.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Outros assuntos não regulados relacionados a cartão de crédito,0.0,3.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Problemas enfrentados com o atendimento preferencial,0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Reclamações relacionadas a assuntos diversos,0.0,2.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Recusa de produtos ou serviços,0.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Renegociação de dívidas/encargos relacionadas a cartão de crédito,0.0,1.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais,11.0,13.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),Restrições cadastrais,0.0,4.0
2020,4º,MERCANTIL DO BRASIL (conglomerado),"Terminais eletrônicos, internet e aplicativos",0.0,5.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Cancelamento de contrato a pedido do cliente não atendido,3.0,8.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Cobrança irregular de tarifa relacionada ao cartão de crédito,1.0,2.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Cobranças diversas,0.0,8.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Golpe,0.0,1.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,2.0,11.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,4.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito,1.0,6.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",0.0,3.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC),0.0,2.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),3.0,44.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relacionadas à liquidação de documentos (exceto cheques),0.0,1.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito,0.0,10.0
2020,4º,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",8.0,26.0
