ano,trimestre,instituicao,irregularidade,reclamacoes_procedentes,reclamacoes_total
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,Recusa de cancelamento de pacote de serviços,1.0,2.0
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,Recusa de produtos ou serviços,0.0,1.0
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,Renegociação de dívida (exceto cartão de crédito),0.0,3.0
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,Renegociação de dívidas/encargos relacionadas a cartão de crédito,0.0,3.0
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais,1.0,1.0
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,"Terminais eletrônicos, internet e aplicativos",0.0,1.0
2023,1º,BANCO DO ESTADO DO PARÁ S.A.,"Transações não reconhecidas pelo titular da conta, realizadas por terceiros (invasão de conta) em instituições financeiras",5.0,7.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Bloqueio de valores ou de conta fora do âmbito do Pix,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Cobrança irregular de tarifa em operação de crédito,1.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Descumprimento contratual,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Dificuldade na liberação ou substituição de bem,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,5.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,3.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Insatisfação com o atendimento prestado por agências,0.0,4.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Irregularidades no processo de encerramento de conta de depósitos à vista,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",0.0,4.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,4.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito",0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito, exceto consignado",0.0,2.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Juros e preços,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,"Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado",0.0,2.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Pix  - chaves,1.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Pix - Dificuldade para solicitar ou realizar devolução,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Pix - liquidação,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Recusa ou dificuldade de acesso aos canais de atendimento convencionais,1.0,1.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Renegociação de dívida (exceto cartão de crédito),0.0,14.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,Restrições cadastrais,0.0,4.0
2023,1º,BANCO DO NORDESTE DO BRASIL S.A.,"Terminais eletrônicos, internet e aplicativos",0.0,2.0
2023,1º,BANCO FATOR S.A.,"Abertura de conta de depósito com documentação ausente, insuficiente ou falsa",0.0,1.0
2023,1º,BANCO FATOR S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",0.0,1.0
2023,1º,BANCO FIBRA S.A.,Bloqueio de valores ou de conta fora do âmbito do Pix,3.0,3.0
2023,1º,BANCO FIBRA S.A.,Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,1.0
2023,1º,BANCO FIBRA S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO FIDIS S/A,Cobrança irregular de tarifa relacionada ao cartão de crédito,1.0,1.0
2023,1º,BANCO FIDIS S/A,Recusa de produtos ou serviços,0.0,1.0
2023,1º,BANCO HSBC S.A.,Cobranças diversas,0.0,3.0
2023,1º,BANCO HSBC S.A.,Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,1.0
2023,1º,BANCO HSBC S.A.,Juros e preços,0.0,1.0
2023,1º,BANCO HSBC S.A.,Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ,0.0,1.0
2023,1º,BANCO HSBC S.A.,Prestação de serviço de forma irregular em conta-salário,0.0,1.0
2023,1º,BANCO HSBC S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO HSBC S.A.,Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2023,1º,BANCO INBURSA S.A.,Concessão de crédito (exceto consignado) sem a formalização do título adequado,1.0,1.0
2023,1º,BANCO INBURSA S.A.,Irregularidades relacionadas ao Custo Efetivo Total (CET) de operação de crédito,1.0,1.0
2023,1º,BANCO INBURSA S.A.,Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito,0.0,1.0
2023,1º,BANCO INBURSA S.A.,"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",1.0,2.0
2023,1º,BANCO INBURSA S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito consignado",0.0,3.0
2023,1º,BANCO INBURSA S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito, exceto consignado",1.0,1.0
2023,1º,BANCO INBURSA S.A.,"Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços",0.0,1.0
2023,1º,BANCO INBURSA S.A.,Oferta ou prestação de informação sobre crédito consignado de forma inadequada,4.0,5.0
2023,1º,BANCO INBURSA S.A.,Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural,0.0,1.0
2023,1º,BANCO INBURSA S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO INBURSA S.A.,Renegociação de dívida (exceto cartão de crédito),0.0,2.0
2023,1º,BANCO INBURSA S.A.,Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais,19.0,24.0
2023,1º,BANCO INBURSA S.A.,Restrições cadastrais,0.0,1.0
2023,1º,BANCO JOHN DEERE S.A.,Concessão de crédito consignado sem a formalização do título adequado,0.0,4.0
2023,1º,BANCO JOHN DEERE S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",0.0,1.0
2023,1º,BANCO LUSO BRASILEIRO S.A.,"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",1.0,1.0
2023,1º,BANCO OURINVEST S.A.,Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional),0.0,1.0
2023,1º,BANCO OURINVEST S.A.,Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,1.0
2023,1º,BANCO OURINVEST S.A.,Irregularidades no processo de encerramento de conta de depósitos à vista,0.0,2.0
2023,1º,BANCO OURINVEST S.A.,Irregularidades relacionadas a operações no mercado de câmbio,9.0,10.0
2023,1º,BANCO OURINVEST S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",0.0,2.0
2023,1º,BANCO OURINVEST S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito",0.0,1.0
2023,1º,BANCO OURINVEST S.A.,Outros assuntos não regulados relacionados a cartão de crédito,0.0,1.0
2023,1º,BANCO OURINVEST S.A.,Pix - liquidação,2.0,2.0
2023,1º,BANCO OURINVEST S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO OURINVEST S.A.,"Transações não reconhecidas pelo titular da conta, realizadas por terceiros (invasão de conta) em instituições financeiras",0.0,1.0
2023,1º,BANCO PACCAR S.A.,"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",0.0,1.0
2023,1º,BANCO PACCAR S.A.,Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2023,1º,BANCO PAULISTA S.A.,Concessão de crédito consignado sem a formalização do título adequado,5.0,5.0
2023,1º,BANCO PAULISTA S.A.,Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional),0.0,1.0
2023,1º,BANCO PAULISTA S.A.,Irregularidades no processo de encerramento de conta de depósitos à vista,0.0,1.0
2023,1º,BANCO PAULISTA S.A.,Irregularidades relacionadas ao fornecimento de documentos relativos a conta,0.0,1.0
2023,1º,BANCO PAULISTA S.A.,"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",2.0,4.0
2023,1º,BANCO PAULISTA S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito consignado",1.0,1.0
2023,1º,BANCO RIBEIRAO PRETO S.A.,Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,1.0
2023,1º,BANCO RIBEIRAO PRETO S.A.,Juros e preços,0.0,1.0
2023,1º,BANCO SEMEAR S.A.,Cancelamento de contrato a pedido do cliente não atendido por instituição financeira,1.0,1.0
2023,1º,BANCO SEMEAR S.A.,Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,1.0
2023,1º,BANCO SEMEAR S.A.,Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,1.0
2023,1º,BANCO SEMEAR S.A.,Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),1.0,2.0
2023,1º,BANCO SEMEAR S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito consignado",0.0,1.0
2023,1º,BANCO SEMEAR S.A.,Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),"Abertura de conta de depósito com documentação ausente, insuficiente ou falsa",0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Abertura de conta de pagamento sem documentação necessária ou com documentação falsa,1.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Ausência de título adequado relativo a cartão de crédito,1.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Bloqueio de valores ou de conta fora do âmbito do Pix,0.0,2.0
2023,1º,BANCO SICOOB (conglomerado),Cadastro positivo envolvendo instituição financeira,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Cobranças diversas,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Concessão de crédito consignado sem a formalização do título adequado,2.0,2.0
2023,1º,BANCO SICOOB (conglomerado),Descumprimento de prazo de resposta da reclamação registrada no BCB,0.0,3.0
2023,1º,BANCO SICOOB (conglomerado),Dificuldade na liberação ou substituição de bem,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Golpe,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,13.0
2023,1º,BANCO SICOOB (conglomerado),Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Insatisfação com o atendimento prestado por agências,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Irregularidades no processo de encerramento de conta de depósitos à vista,1.0,5.0
2023,1º,BANCO SICOOB (conglomerado),Irregularidades relacionadas ao acompanhamento de conta,1.0,2.0
2023,1º,BANCO SICOOB (conglomerado),Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito,1.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Irregularidades relacionadas ao fornecimento de documentos relativos a conta,1.0,2.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",0.0,5.0
2023,1º,BANCO SICOOB (conglomerado),Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,2.0
2023,1º,BANCO SICOOB (conglomerado),Irregularidades relacionadas à liquidação de documentos (exceto cheques),0.0,2.0
2023,1º,BANCO SICOOB (conglomerado),Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito,0.0,2.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM",4.0,4.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking",1.0,3.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",10.0,27.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito",5.0,6.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito",1.0,3.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito consignado",0.0,3.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito, exceto consignado",0.0,2.0
2023,1º,BANCO SICOOB (conglomerado),"Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços",0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Limites de transação,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Oferta ou prestação de informação sobre crédito consignado de forma inadequada,4.0,4.0
2023,1º,BANCO SICOOB (conglomerado),Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),"Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado",0.0,2.0
2023,1º,BANCO SICOOB (conglomerado),Pix  - chaves,2.0,4.0
2023,1º,BANCO SICOOB (conglomerado),Pix - diversos,0.0,4.0
2023,1º,BANCO SICOOB (conglomerado),Pix - Dificuldade para solicitar ou realizar devolução,5.0,10.0
2023,1º,BANCO SICOOB (conglomerado),Pix - experiência do usuário,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Pix - iniciação,1.0,4.0
2023,1º,BANCO SICOOB (conglomerado),Pix - liquidação,3.0,4.0
2023,1º,BANCO SICOOB (conglomerado),Reclamações relacionadas a assuntos diversos,0.0,5.0
2023,1º,BANCO SICOOB (conglomerado),Recusa de produtos ou serviços,0.0,3.0
2023,1º,BANCO SICOOB (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,2.0
2023,1º,BANCO SICOOB (conglomerado),Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),Restrições cadastrais,0.0,1.0
2023,1º,BANCO SICOOB (conglomerado),"Transações não reconhecidas pelo titular da conta, realizadas por terceiros (invasão de conta) em instituições financeiras",5.0,6.0
2023,1º,BANCO TOPÁZIO S.A.,"Abertura de conta de depósito com documentação ausente, insuficiente ou falsa",0.0,1.0
2023,1º,BANCO TOPÁZIO S.A.,Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,1.0
2023,1º,BANCO TOPÁZIO S.A.,Insatisfação com o atendimento prestado por agências,0.0,1.0
2023,1º,BANCO TOPÁZIO S.A.,Irregularidades relacionadas a operações no mercado de câmbio,3.0,8.0
2023,1º,BANCO TOPÁZIO S.A.,Irregularidades relacionadas ao acompanhamento de conta de pagamento,0.0,1.0
2023,1º,BANCO TOPÁZIO S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito",1.0,3.0
2023,1º,BANCO TOPÁZIO S.A.,Pix - Saque e Pix - Troco,0.0,1.0
2023,1º,BANCO TOPÁZIO S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO TOPÁZIO S.A.,Recusa de produtos ou serviços,0.0,1.0
2023,1º,BANCO TOPÁZIO S.A.,"Terminais eletrônicos, internet e aplicativos",0.0,1.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),"Abertura de conta de depósito com documentação ausente, insuficiente ou falsa",0.0,1.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Cobranças diversas,0.0,1.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,1.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito,1.0,1.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,1.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Recusa de produtos ou serviços,0.0,2.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,3.0
2023,1º,BANCO TOYOTA DO BRASIL S.A. (conglomerado),Restrições cadastrais,0.0,2.0
2023,1º,BANCO TRIANGULO S.A.,Abertura de conta de pagamento sem documentação necessária ou com documentação falsa,1.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Cancelamento de contrato a pedido do cliente não atendido por instituição financeira,0.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Cobrança irregular de tarifa relacionada ao cartão de crédito,1.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Cobranças diversas,0.0,2.0
2023,1º,BANCO TRIANGULO S.A.,"Débito em conta de pagamento pré-paga não autorizado pelo cliente, ou não cumprimento das regras aplicáveis",1.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,2.0
2023,1º,BANCO TRIANGULO S.A.,Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Irregularidades no processo de encerramento de conta de depósitos à vista,0.0,3.0
2023,1º,BANCO TRIANGULO S.A.,Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito,0.0,2.0
2023,1º,BANCO TRIANGULO S.A.,Irregularidades relacionadas ao fornecimento de documentos relativos a conta,0.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,5.0
2023,1º,BANCO TRIANGULO S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",0.0,1.0
2023,1º,BANCO TRIANGULO S.A.,"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito, exceto consignado",2.0,2.0
2023,1º,BANCO TRIANGULO S.A.,"Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços",0.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Reclamações relacionadas a assuntos diversos,0.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2023,1º,BANCO TRIANGULO S.A.,Renegociação de dívidas/encargos relacionadas a cartão de crédito,0.0,2.0
2023,1º,BANCO XCMG BRASIL S.A.,Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,1.0
2023,1º,BANCO XCMG BRASIL S.A.,Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,1.0
2023,1º,BANESTES (conglomerado),Bloqueio de valores ou de conta fora do âmbito do Pix,0.0,1.0
2023,1º,BANESTES (conglomerado),Cancelamento de contrato a pedido do cliente não atendido por instituição financeira,1.0,2.0
2023,1º,BANESTES (conglomerado),Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta,1.0,3.0
2023,1º,BANESTES (conglomerado),"Débito em conta não autorizado pelo cliente, ou não cumprimento das regras aplicáveis",1.0,1.0
2023,1º,BANESTES (conglomerado),"Débito em conta-salário não autorizado pelo cliente, ou não cumprimento das regras aplicáveis",3.0,3.0
2023,1º,BANESTES (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,0.0,2.0
2023,1º,BANESTES (conglomerado),Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento,0.0,1.0
2023,1º,BANESTES (conglomerado),Insatisfação com o atendimento prestado por agências,0.0,2.0
2023,1º,BANESTES (conglomerado),Irregularidades no processo de encerramento de conta de depósitos à vista,1.0,1.0
2023,1º,BANESTES (conglomerado),Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,2.0
2023,1º,BANESTES (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",2.0,3.0
2023,1º,BANESTES (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito",1.0,2.0
2023,1º,BANESTES (conglomerado),Juros e preços,0.0,1.0
2023,1º,BANESTES (conglomerado),Não acatamento de solicitação de cancelamento de débitos automáticos em conta ou não cumprimento das regras aplicáveis,1.0,1.0
2023,1º,BANESTES (conglomerado),"Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado",2.0,3.0
2023,1º,BANESTES (conglomerado),Outros assuntos não regulados relacionados a cartão de crédito,0.0,3.0
2023,1º,BANESTES (conglomerado),Pix - Dificuldade para solicitar ou realizar devolução,1.0,1.0
2023,1º,BANESTES (conglomerado),Prestação de serviço de forma irregular em conta-salário,1.0,3.0
2023,1º,BANESTES (conglomerado),Reclamações relacionadas a assuntos diversos,0.0,2.0
2023,1º,BANESTES (conglomerado),Recusa de cancelamento de pacote de serviços,1.0,1.0
2023,1º,BANESTES (conglomerado),Recusa de produtos ou serviços,0.0,4.0
2023,1º,BANESTES (conglomerado),Recusa ou dificuldade de acesso aos canais de atendimento convencionais,0.0,1.0
2023,1º,BANESTES (conglomerado),Renegociação de dívida (exceto cartão de crédito),0.0,1.0
2023,1º,BANESTES (conglomerado),"Terminais eletrônicos, internet e aplicativos",0.0,1.0
2023,1º,BANESTES (conglomerado),"Transações não reconhecidas pelo titular da conta, realizadas por terceiros (invasão de conta) em instituições financeiras",1.0,2.0
2023,1º,BANRISUL (conglomerado),"Abertura de conta de depósito com documentação ausente, insuficiente ou falsa",1.0,1.0
2023,1º,BANRISUL (conglomerado),Ausência de título adequado relativo a cartão de crédito consignado,1.0,3.0
2023,1º,BANRISUL (conglomerado),Bloqueio de valores ou de conta fora do âmbito do Pix,0.0,4.0
2023,1º,BANRISUL (conglomerado),Cancelamento de contrato a pedido do cliente não atendido por instituição financeira,0.0,4.0
2023,1º,BANRISUL (conglomerado),Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta,1.0,3.0
2023,1º,BANRISUL (conglomerado),Cobrança irregular de tarifa relacionada ao cartão de crédito,0.0,1.0
2023,1º,BANRISUL (conglomerado),Cobranças diversas,0.0,3.0
2023,1º,BANRISUL (conglomerado),Concessão de crédito consignado sem a formalização do título adequado,4.0,17.0
2023,1º,BANRISUL (conglomerado),Descumprimento de ordem judicial,0.0,1.0
2023,1º,BANRISUL (conglomerado),Descumprimento de prazo de resposta da reclamação registrada no BCB,0.0,1.0
2023,1º,BANRISUL (conglomerado),"Débito em conta de pagamento pré-paga não autorizado pelo cliente, ou não cumprimento das regras aplicáveis",0.0,1.0
2023,1º,BANRISUL (conglomerado),"Débito em conta não autorizado pelo cliente, ou não cumprimento das regras aplicáveis",1.0,16.0
2023,1º,BANRISUL (conglomerado),"Débito em conta-salário não autorizado pelo cliente, ou não cumprimento das regras aplicáveis",0.0,3.0
2023,1º,BANRISUL (conglomerado),Dificuldade na liberação ou substituição de bem,0.0,1.0
2023,1º,BANRISUL (conglomerado),Falta de transparência na redação de documentos,1.0,1.0
2023,1º,BANRISUL (conglomerado),Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional),0.0,2.0
2023,1º,BANRISUL (conglomerado),Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB,2.0,9.0
2023,1º,BANRISUL (conglomerado),Insatisfação com o atendimento prestado por agências,0.0,11.0
2023,1º,BANRISUL (conglomerado),Irregularidades envolvendo a abertura de conta-salário,0.0,3.0
2023,1º,BANRISUL (conglomerado),Irregularidades no processo de encerramento de conta de depósitos à vista,0.0,6.0
2023,1º,BANRISUL (conglomerado),Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito,1.0,13.0
2023,1º,BANRISUL (conglomerado),Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito,0.0,2.0
2023,1º,BANRISUL (conglomerado),Irregularidades relacionadas ao fornecimento de documentos relativos a conta,0.0,3.0
2023,1º,BANRISUL (conglomerado),"Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.",2.0,61.0
2023,1º,BANRISUL (conglomerado),Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC),2.0,7.0
2023,1º,BANRISUL (conglomerado),Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR),0.0,5.0
2023,1º,BANRISUL (conglomerado),Irregularidades relacionadas à liquidação de documentos (exceto cheques),0.0,1.0
2023,1º,BANRISUL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking",1.0,2.0
2023,1º,BANRISUL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito",1.0,2.0
2023,1º,BANRISUL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito",1.0,1.0
2023,1º,BANRISUL (conglomerado),"Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito",4.0,5.0
